120.50453		4469.942
120.506226		6688.627
120.50809		27276.033
120.510284		7139.467
120.511955		13309.962
120.513115		4101.55
120.51423		3979.26
120.516205		3644.343
120.51836		2380.671
120.52009		2416.291
120.522		1855.864
120.523865		1375.665
120.525665		1329.987
120.52762		845.418
120.529366		800.511
120.53158		609.774
120.5344		771.721
120.536934		947.434
120.539		4886.604
120.54001		716.256
120.54096		1125.529
120.54289		1640.643
120.544876		851.301
120.54685		887.994
120.54865		1262.068
120.54981		396.047
120.550835		533.075
120.552475		629.458
120.554565		841.195
120.556404		466.56
120.55821		361.459
120.560326		492.462
120.56214		372.464
120.56416		367.921
120.56616		377.594
120.56801		433.96
120.56994		618.376
120.57186		716.133
120.57359		1100.729
120.57574		647.616
